date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:15:08	106430/106430	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:07%20GMT	https://theordinary.com/product/rdn-hyaluronic-acid-2pct-b5-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-hyaluronic-acid-2pct-b5-30mld2f3.html	(from https://theordinary.com/)
01:15:09	104166/104166	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:08%20GMT	https://theordinary.com/product/rdn-marine-hyaluronics-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-marine-hyaluronics-30mld2f3.html	(from https://theordinary.com/)
01:15:10	107510/107510	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:09%20GMT	https://theordinary.com/product/rdn-natural-moisturizing-factors-ha-100ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-natural-moisturizing-factors-ha-100mld2f3.html	(from https://theordinary.com/)
01:15:11	106753/106753	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:10%20GMT	https://theordinary.com/product/rdn-100pct-plant-derived-squalane-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-100pct-plant-derived-squalane-30mld2f3.html	(from https://theordinary.com/)
01:15:12	106937/106937	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:12%20GMT	https://theordinary.com/product/rdn-100pct-organic-cold-pressed-rose-hip-seed-oil-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-100pct-organic-cold-pressed-rose-hip-seed-oil-30mld2f3.html	(from https://theordinary.com/)
01:15:13	106401/106401	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:13%20GMT	https://theordinary.com/product/rdn-100pct-organic-cold-pressed-moroccan-argan-oil-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-100pct-organic-cold-pressed-moroccan-argan-oil-30mld2f3.html	(from https://theordinary.com/)
01:15:14	105527/105527	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:14%20GMT	https://theordinary.com/product/rdn-100pct-cold-pressed-virgin-marula-oil-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-100pct-cold-pressed-virgin-marula-oil-30mld2f3.html	(from https://theordinary.com/)
01:15:15	101362/101362	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:15%20GMT	https://theordinary.com/product/rdn-high-adherence-silicone-primer-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-high-adherence-silicone-primer-30mld2f3.html	(from https://theordinary.com/)
01:15:16	105516/105516	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:16%20GMT	https://theordinary.com/product/rdn-high-spreadability-fluid-primer-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-high-spreadability-fluid-primer-30mld2f3.html	(from https://theordinary.com/)
01:15:17	103697/103697	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:17%20GMT	https://theordinary.com/product/rdn-niacinamide-10pct-zinc-1pct-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-niacinamide-10pct-zinc-1pct-30mld2f3.html	(from https://theordinary.com/)
01:15:17	105736/105736	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:17%20GMT	https://theordinary.com/product/rdn-buffet-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-buffet-30mld2f3.html	(from https://theordinary.com/)
01:15:18	104426/104426	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:18%20GMT	https://theordinary.com/product/rdn-matrixyl-10pct-ha-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-matrixyl-10pct-ha-30mld2f3.html	(from https://theordinary.com/)
01:15:19	102269/102269	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:19%20GMT	https://theordinary.com/product/rdn-alpha-arbutin-2pct-ha-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-alpha-arbutin-2pct-ha-30mld2f3.html	(from https://theordinary.com/)
01:15:20	106510/106510	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:20%20GMT	https://theordinary.com/product/rdn-caffeine-solution-5pct-egcg-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-caffeine-solution-5pct-egcg-30mld2f3.html	(from https://theordinary.com/)
01:15:21	102063/102063	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:21%20GMT	https://theordinary.com/product/rdn-argireline-solution-10pct-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-argireline-solution-10pct-30mld2f3.html	(from https://theordinary.com/)
01:15:21	112937/112937	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:21%20GMT	https://theordinary.com/product/rdn-serum-foundation-10-n-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-serum-foundation-10-n-30mld2f3.html	(from https://theordinary.com/)
01:15:22	113055/113055	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:22%20GMT	https://theordinary.com/product/rdn-coverage-foundation-10-n-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-coverage-foundation-10-n-30mld2f3.html	(from https://theordinary.com/)
01:15:23	113086/113086	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:23%20GMT	https://theordinary.com/product/rdn-coverage-foundation-10-ns-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-coverage-foundation-10-ns-30mld2f3.html	(from https://theordinary.com/)
01:15:24	112968/112968	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:24%20GMT	https://theordinary.com/product/rdn-serum-foundation-10-ns-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-serum-foundation-10-ns-30mld2f3.html	(from https://theordinary.com/)
01:15:25	112945/112945	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:25%20GMT	https://theordinary.com/product/rdn-serum-foundation-10-p-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-serum-foundation-10-p-30mld2f3.html	(from https://theordinary.com/)
01:15:28	113065/113065	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:28%20GMT	https://theordinary.com/product/rdn-coverage-foundation-10-p-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-coverage-foundation-10-p-30mld2f3.html	(from https://theordinary.com/)
01:15:29	113052/113052	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:29%20GMT	https://theordinary.com/product/rdn-coverage-foundation-11-n-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-coverage-foundation-11-n-30mld2f3.html	(from https://theordinary.com/)
01:15:30	112932/112932	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:30%20GMT	https://theordinary.com/product/rdn-serum-foundation-11-n-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-serum-foundation-11-n-30mld2f3.html	(from https://theordinary.com/)
01:15:31	113061/113061	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:31%20GMT	https://theordinary.com/product/rdn-coverage-foundation-11-p-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-coverage-foundation-11-p-30mld2f3.html	(from https://theordinary.com/)
01:15:32	112940/112940	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:31%20GMT	https://theordinary.com/product/rdn-serum-foundation-11-p-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-serum-foundation-11-p-30mld2f3.html	(from https://theordinary.com/)
01:15:33	113053/113053	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Apr%202018%2005:15:32%20GMT	https://theordinary.com/product/rdn-coverage-foundation-12-n-30ml?redir=1	C:/Users/shahin/Desktop/428/DECIEM/theordinary.com/product/rdn-coverage-foundation-12-n-30mld2f3.html	(from https://theordinary.com/)
